"grammar","algo","chunk_size","chunk_id","chunk_time","control_sum"
"g2","SingleSourceAlgoBrute",32,36,0.00112152099609375,3
"g2","SingleSourceAlgoBrute",32,37,0.0021119117736816406,7
"g2","SingleSourceAlgoBrute",32,38,0.00081634521484375,7
"g2","SingleSourceAlgoBrute",32,39,0.0007681846618652344,8
"g2","SingleSourceAlgoBrute",32,40,0.0006220340728759766,2
"g2","SingleSourceAlgoBrute",32,41,0.0003447532653808594,3
"g2","SingleSourceAlgoBrute",64,0,0.0014731884002685547,17
"g2","SingleSourceAlgoBrute",64,1,0.0008285045623779297,5
"g2","SingleSourceAlgoBrute",64,2,0.0009267330169677734,11
"g2","SingleSourceAlgoBrute",64,3,0.0018315315246582031,14
"g2","SingleSourceAlgoBrute",64,4,0.0008502006530761719,10
"g2","SingleSourceAlgoBrute",64,5,0.0016241073608398438,10
"g2","SingleSourceAlgoBrute",64,6,0.0009465217590332031,11
"g2","SingleSourceAlgoBrute",64,7,0.0011675357818603516,15
"g2","SingleSourceAlgoBrute",64,8,0.0012214183807373047,17
"g2","SingleSourceAlgoBrute",64,9,0.0004813671112060547,15
"g2","SingleSourceAlgoBrute",64,10,0.0009505748748779297,8
"g2","SingleSourceAlgoBrute",64,11,0.0018830299377441406,6
"g2","SingleSourceAlgoBrute",64,12,0.0008716583251953125,8
"g2","SingleSourceAlgoBrute",64,13,0.001627206802368164,8
"g2","SingleSourceAlgoBrute",64,14,0.0008199214935302734,7
"g2","SingleSourceAlgoBrute",64,15,0.0008971691131591797,6
"g2","SingleSourceAlgoBrute",64,16,0.0012290477752685547,10
"g2","SingleSourceAlgoBrute",64,17,0.001585245132446289,6
"g2","SingleSourceAlgoBrute",64,18,0.002682924270629883,10
"g2","SingleSourceAlgoBrute",64,19,0.0009710788726806641,15
"g2","SingleSourceAlgoBrute",64,20,0.0006697177886962891,5
"g2","SingleSourceAlgoBrute",100,0,0.001580953598022461,19
"g2","SingleSourceAlgoBrute",100,1,0.0011587142944335938,15
"g2","SingleSourceAlgoBrute",100,2,0.0021028518676757812,18
"g2","SingleSourceAlgoBrute",100,3,0.0021250247955322266,20
"g2","SingleSourceAlgoBrute",100,4,0.0013670921325683594,20
"g2","SingleSourceAlgoBrute",100,5,0.0014421939849853516,25
"g2","SingleSourceAlgoBrute",100,6,0.0010554790496826172,15
"g2","SingleSourceAlgoBrute",100,7,0.0023322105407714844,10
"g2","SingleSourceAlgoBrute",100,8,0.0019421577453613281,13
"g2","SingleSourceAlgoBrute",100,9,0.0010945796966552734,9
"g2","SingleSourceAlgoBrute",100,10,0.0013875961303710938,15
"g2","SingleSourceAlgoBrute",100,11,0.001905202865600586,11
"g2","SingleSourceAlgoBrute",100,12,0.002862691879272461,21
"g2","SingleSourceAlgoBrute",100,13,0.0004100799560546875,3
"g2","SingleSourceAlgoBrute",500,0,0.004004240036010742,92
"g2","SingleSourceAlgoBrute",500,1,0.0041353702545166016,72
"g2","SingleSourceAlgoBrute",500,2,0.0036134719848632812,50
"g2","SingleSourceAlgoBrute",1000,0,0.007214784622192383,164
"g2","SingleSourceAlgoBrute",1000,1,0.003557920455932617,50
"g2","SingleSourceAlgoBrute",5000,0,0.006860971450805664,214
"g2","SingleSourceAlgoBrute",10000,0,0.006936788558959961,214
"g2","SingleSourceAlgoBrute",1323,0,0.006814002990722656,214
"geo","SingleSourceAlgoBrute",16,0,0.00043964385986328125,0
"geo","SingleSourceAlgoBrute",16,1,0.0003845691680908203,0
"geo","SingleSourceAlgoBrute",16,2,0.0003764629364013672,0
"geo","SingleSourceAlgoBrute",16,3,0.00038170814514160156,0
"geo","SingleSourceAlgoBrute",16,4,0.00036454200744628906,0
"geo","SingleSourceAlgoBrute",16,5,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,6,0.00036525726318359375,0
"geo","SingleSourceAlgoBrute",16,7,0.0003662109375,0
"geo","SingleSourceAlgoBrute",16,8,0.0003876686096191406,0
"geo","SingleSourceAlgoBrute",16,9,0.00038695335388183594,0
"geo","SingleSourceAlgoBrute",16,10,0.00037097930908203125,0
"geo","SingleSourceAlgoBrute",16,11,0.00037097930908203125,0
"geo","SingleSourceAlgoBrute",16,12,0.00037026405334472656,0
"geo","SingleSourceAlgoBrute",16,13,0.00037169456481933594,0
"geo","SingleSourceAlgoBrute",16,14,0.0003829002380371094,0
"geo","SingleSourceAlgoBrute",16,15,0.0003819465637207031,0
"geo","SingleSourceAlgoBrute",16,16,0.00036978721618652344,0
"geo","SingleSourceAlgoBrute",16,17,0.0003979206085205078,0
"geo","SingleSourceAlgoBrute",16,18,0.00037026405334472656,0
"geo","SingleSourceAlgoBrute",16,19,0.0003712177276611328,0
"geo","SingleSourceAlgoBrute",16,20,0.000370025634765625,0
"geo","SingleSourceAlgoBrute",16,21,0.00037217140197753906,0
"geo","SingleSourceAlgoBrute",16,22,0.00038623809814453125,0
"geo","SingleSourceAlgoBrute",16,23,0.0003795623779296875,0
"geo","SingleSourceAlgoBrute",16,24,0.0003795623779296875,0
"geo","SingleSourceAlgoBrute",16,25,0.0003857612609863281,0
"geo","SingleSourceAlgoBrute",16,26,0.00038051605224609375,0
"geo","SingleSourceAlgoBrute",16,27,0.0003960132598876953,0
"geo","SingleSourceAlgoBrute",16,28,0.00036454200744628906,0
"geo","SingleSourceAlgoBrute",16,29,0.00036406517028808594,0
"geo","SingleSourceAlgoBrute",16,30,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,31,0.0003638267517089844,0
"geo","SingleSourceAlgoBrute",16,32,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,33,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,34,0.0003635883331298828,0
"geo","SingleSourceAlgoBrute",16,35,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,36,0.0003631114959716797,0
"geo","SingleSourceAlgoBrute",16,37,0.00040340423583984375,0
"geo","SingleSourceAlgoBrute",16,38,0.0003616809844970703,0
"geo","SingleSourceAlgoBrute",16,39,0.0003612041473388672,0
"geo","SingleSourceAlgoBrute",16,40,0.00036334991455078125,0
"geo","SingleSourceAlgoBrute",16,41,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,42,0.00036215782165527344,0
"geo","SingleSourceAlgoBrute",16,43,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,44,0.0003616809844970703,0
"geo","SingleSourceAlgoBrute",16,45,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,46,0.0003638267517089844,0
"geo","SingleSourceAlgoBrute",16,47,0.00036978721618652344,0
"geo","SingleSourceAlgoBrute",16,48,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,49,0.00036334991455078125,0
"geo","SingleSourceAlgoBrute",16,50,0.0003612041473388672,0
"geo","SingleSourceAlgoBrute",16,51,0.00036215782165527344,0
"geo","SingleSourceAlgoBrute",16,52,0.0003600120544433594,0
"geo","SingleSourceAlgoBrute",16,53,0.0003829002380371094,0
"geo","SingleSourceAlgoBrute",16,54,0.00037288665771484375,0
"geo","SingleSourceAlgoBrute",16,55,0.0003719329833984375,0
"geo","SingleSourceAlgoBrute",16,56,0.0003726482391357422,0
"geo","SingleSourceAlgoBrute",16,57,0.00039887428283691406,0
"geo","SingleSourceAlgoBrute",16,58,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,59,0.0003714561462402344,0
"geo","SingleSourceAlgoBrute",16,60,0.00036025047302246094,0
"geo","SingleSourceAlgoBrute",16,61,0.0003616809844970703,0
"geo","SingleSourceAlgoBrute",16,62,0.00036215782165527344,0
"geo","SingleSourceAlgoBrute",16,63,0.00036263465881347656,0
"geo","SingleSourceAlgoBrute",16,64,0.000362396240234375,0
"geo","SingleSourceAlgoBrute",16,65,0.0003612041473388672,0
"geo","SingleSourceAlgoBrute",16,66,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,67,0.0003612041473388672,0
"geo","SingleSourceAlgoBrute",16,68,0.00036835670471191406,0
"geo","SingleSourceAlgoBrute",16,69,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,70,0.00036215782165527344,0
"geo","SingleSourceAlgoBrute",16,71,0.00036144256591796875,0
"geo","SingleSourceAlgoBrute",16,72,0.0003609657287597656,0
"geo","SingleSourceAlgoBrute",16,73,0.00036215782165527344,0
"geo","SingleSourceAlgoBrute",16,74,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,75,0.0003619194030761719,0
"geo","SingleSourceAlgoBrute",16,76,0.000362396240234375,0
"geo","SingleSourceAlgoBrute",16,77,0.0003612041473388672,0
"geo","SingleSourceAlgoBrute",16,78,0.00036978721618652344,0
"geo","SingleSourceAlgoBrute",16,79,0.0003628730773925781,0
"geo","SingleSourceAlgoBrute",16,80,0.0003612041473388672,0
"geo","SingleSourceAlgoBrute",16,81,0.0003604888916015625,0
"geo","SingleSourceAlgoBrute",16,82,0.00034332275390625,0
"geo","SingleSourceAlgoBrute",32,0,0.0005092620849609375,0
"geo","SingleSourceAlgoBrute",32,1,0.000438690185546875,0
"geo","SingleSourceAlgoBrute",32,2,0.0004382133483886719,0
"geo","SingleSourceAlgoBrute",32,3,0.0004353523254394531,0
"geo","SingleSourceAlgoBrute",32,4,0.0004355907440185547,0
"geo","SingleSourceAlgoBrute",32,5,0.00046825408935546875,0
"geo","SingleSourceAlgoBrute",32,6,0.0004520416259765625,0
"geo","SingleSourceAlgoBrute",32,7,0.00044918060302734375,0
"geo","SingleSourceAlgoBrute",32,8,0.0004429817199707031,0
"geo","SingleSourceAlgoBrute",32,9,0.0004420280456542969,0
"geo","SingleSourceAlgoBrute",32,10,0.0004849433898925781,0
"geo","SingleSourceAlgoBrute",32,11,0.0004520416259765625,0
"geo","SingleSourceAlgoBrute",32,12,0.0004515647888183594,0
"geo","SingleSourceAlgoBrute",32,13,0.00046944618225097656,0
"geo","SingleSourceAlgoBrute",32,14,0.0004737377166748047,0
"geo","SingleSourceAlgoBrute",32,15,0.000423431396484375,0
"geo","SingleSourceAlgoBrute",32,16,0.0004220008850097656,0
"geo","SingleSourceAlgoBrute",32,17,0.0004420280456542969,0
"geo","SingleSourceAlgoBrute",32,18,0.0004246234893798828,0
"geo","SingleSourceAlgoBrute",32,19,0.00042247772216796875,0
"geo","SingleSourceAlgoBrute",32,20,0.00042247772216796875,0
"geo","SingleSourceAlgoBrute",32,21,0.00042247772216796875,0
"geo","SingleSourceAlgoBrute",32,22,0.0004506111145019531,0
"geo","SingleSourceAlgoBrute",32,23,0.0004258155822753906,0
"geo","SingleSourceAlgoBrute",32,24,0.00042438507080078125,0
"geo","SingleSourceAlgoBrute",32,25,0.00042510032653808594,0
"geo","SingleSourceAlgoBrute",32,26,0.00042128562927246094,0
"geo","SingleSourceAlgoBrute",32,27,0.0004210472106933594,0
"geo","SingleSourceAlgoBrute",32,28,0.0004220008850097656,0
"geo","SingleSourceAlgoBrute",32,29,0.0004208087921142578,0
"geo","SingleSourceAlgoBrute",32,30,0.000423431396484375,0
"geo","SingleSourceAlgoBrute",32,31,0.00044798851013183594,0
"geo","SingleSourceAlgoBrute",32,32,0.00042057037353515625,0
"geo","SingleSourceAlgoBrute",32,33,0.0004208087921142578,0
"geo","SingleSourceAlgoBrute",32,34,0.00042176246643066406,0
"geo","SingleSourceAlgoBrute",32,35,0.00042247772216796875,0
"geo","SingleSourceAlgoBrute",32,36,0.00042319297790527344,0
"geo","SingleSourceAlgoBrute",32,37,0.00042176246643066406,0
"geo","SingleSourceAlgoBrute",32,38,0.0004208087921142578,0
"geo","SingleSourceAlgoBrute",32,39,0.0004229545593261719,0
"geo","SingleSourceAlgoBrute",32,40,0.00045108795166015625,0
"geo","SingleSourceAlgoBrute",32,41,0.00035643577575683594,0
"geo","SingleSourceAlgoBrute",64,0,0.00061798095703125,0
"geo","SingleSourceAlgoBrute",64,1,0.00054931640625,0
"geo","SingleSourceAlgoBrute",64,2,0.0005428791046142578,0
"geo","SingleSourceAlgoBrute",64,3,0.0005428791046142578,0
"geo","SingleSourceAlgoBrute",64,4,0.0005424022674560547,0
"geo","SingleSourceAlgoBrute",64,5,0.0005657672882080078,0
"geo","SingleSourceAlgoBrute",64,6,0.0005478858947753906,0
"geo","SingleSourceAlgoBrute",64,7,0.0005428791046142578,0
"geo","SingleSourceAlgoBrute",64,8,0.0005424022674560547,0
"geo","SingleSourceAlgoBrute",64,9,0.0005390644073486328,0
"geo","SingleSourceAlgoBrute",64,10,0.0005388259887695312,0
"geo","SingleSourceAlgoBrute",64,11,0.0005421638488769531,0
"geo","SingleSourceAlgoBrute",64,12,0.0005404949188232422,0
"geo","SingleSourceAlgoBrute",64,13,0.0005509853363037109,0
"geo","SingleSourceAlgoBrute",64,14,0.0005850791931152344,0
"geo","SingleSourceAlgoBrute",64,15,0.0005602836608886719,0
"geo","SingleSourceAlgoBrute",64,16,0.0005526542663574219,0
"geo","SingleSourceAlgoBrute",64,17,0.0005748271942138672,0
"geo","SingleSourceAlgoBrute",64,18,0.0005528926849365234,0
"geo","SingleSourceAlgoBrute",64,19,0.0005853176116943359,0
"geo","SingleSourceAlgoBrute",64,20,0.00046563148498535156,0
"geo","SingleSourceAlgoBrute",100,0,0.0007562637329101562,0
"geo","SingleSourceAlgoBrute",100,1,0.0006835460662841797,0
"geo","SingleSourceAlgoBrute",100,2,0.0006794929504394531,0
"geo","SingleSourceAlgoBrute",100,3,0.0006756782531738281,0
"geo","SingleSourceAlgoBrute",100,4,0.0006830692291259766,0
"geo","SingleSourceAlgoBrute",100,5,0.0007100105285644531,0
"geo","SingleSourceAlgoBrute",100,6,0.0006990432739257812,0
"geo","SingleSourceAlgoBrute",100,7,0.0007007122039794922,0
"geo","SingleSourceAlgoBrute",100,8,0.0006916522979736328,0
"geo","SingleSourceAlgoBrute",100,9,0.0006976127624511719,0
"geo","SingleSourceAlgoBrute",100,10,0.0007188320159912109,0
"geo","SingleSourceAlgoBrute",100,11,0.0006973743438720703,0
"geo","SingleSourceAlgoBrute",100,12,0.0006926059722900391,0
"geo","SingleSourceAlgoBrute",100,13,0.0004062652587890625,0
"geo","SingleSourceAlgoBrute",500,0,0.0022466182708740234,0
"geo","SingleSourceAlgoBrute",500,1,0.002321004867553711,0
"geo","SingleSourceAlgoBrute",500,2,0.0015764236450195312,0
"geo","SingleSourceAlgoBrute",1000,0,0.004127025604248047,0
"geo","SingleSourceAlgoBrute",1000,1,0.0015902519226074219,0
"geo","SingleSourceAlgoBrute",5000,0,0.005275249481201172,0
"geo","SingleSourceAlgoBrute",10000,0,0.00532221794128418,0
"geo","SingleSourceAlgoBrute",1323,0,0.005434751510620117,0
"g1","SingleSourceAlgoBrute",16,0,0.0030519962310791016,16
"g1","SingleSourceAlgoBrute",16,1,0.0009961128234863281,0
"g1","SingleSourceAlgoBrute",16,2,0.01150822639465332,25
"g1","SingleSourceAlgoBrute",16,3,0.0016460418701171875,7
"g1","SingleSourceAlgoBrute",16,4,0.0009913444519042969,0
"g1","SingleSourceAlgoBrute",16,5,0.0009512901306152344,0
"g1","SingleSourceAlgoBrute",16,6,0.0009737014770507812,0
"g1","SingleSourceAlgoBrute",16,7,0.0016965866088867188,2
"g1","SingleSourceAlgoBrute",16,8,0.0009801387786865234,0
"g1","SingleSourceAlgoBrute",16,9,0.0017948150634765625,7
"g1","SingleSourceAlgoBrute",16,10,0.002276897430419922,18
"g1","SingleSourceAlgoBrute",16,11,0.0009822845458984375,0
"g1","SingleSourceAlgoBrute",16,12,0.0016622543334960938,6
"g1","SingleSourceAlgoBrute",16,13,0.0009298324584960938,0
"g1","SingleSourceAlgoBrute",16,14,0.0016942024230957031,7
"g1","SingleSourceAlgoBrute",16,15,0.003499269485473633,8
"g1","SingleSourceAlgoBrute",16,16,0.0016903877258300781,2
"g1","SingleSourceAlgoBrute",16,17,0.0009307861328125,0
"g1","SingleSourceAlgoBrute",16,18,0.0009264945983886719,0
"g1","SingleSourceAlgoBrute",16,19,0.0016829967498779297,2
"g1","SingleSourceAlgoBrute",16,20,0.00092315673828125,0
"g1","SingleSourceAlgoBrute",16,21,0.0015523433685302734,5
"g1","SingleSourceAlgoBrute",16,22,0.000982522964477539,0
"g1","SingleSourceAlgoBrute",16,23,0.005980014801025391,23
"g1","SingleSourceAlgoBrute",16,24,0.0009319782257080078,0
"g1","SingleSourceAlgoBrute",16,25,0.0009322166442871094,0
"g1","SingleSourceAlgoBrute",16,26,0.0009272098541259766,0
"g1","SingleSourceAlgoBrute",16,27,0.0015726089477539062,5
"g1","SingleSourceAlgoBrute",16,28,0.001734018325805664,4
"g1","SingleSourceAlgoBrute",16,29,0.0009503364562988281,0
"g1","SingleSourceAlgoBrute",16,30,0.0024149417877197266,3
"g1","SingleSourceAlgoBrute",16,31,0.0015854835510253906,1
"g1","SingleSourceAlgoBrute",16,32,0.002483844757080078,7
"g1","SingleSourceAlgoBrute",16,33,0.0009262561798095703,0
"g1","SingleSourceAlgoBrute",16,34,0.0009310245513916016,0
"g1","SingleSourceAlgoBrute",16,35,0.007141828536987305,18
"g1","SingleSourceAlgoBrute",16,36,0.0009360313415527344,0
"g1","SingleSourceAlgoBrute",16,37,0.0009326934814453125,0
"g1","SingleSourceAlgoBrute",16,38,0.0017461776733398438,15
"g1","SingleSourceAlgoBrute",16,39,0.00165557861328125,7
"g1","SingleSourceAlgoBrute",16,40,0.0009307861328125,0
"g1","SingleSourceAlgoBrute",16,41,0.0009357929229736328,0
"g1","SingleSourceAlgoBrute",16,42,0.001558542251586914,2
"g1","SingleSourceAlgoBrute",16,43,0.0016055107116699219,3
"g1","SingleSourceAlgoBrute",16,44,0.0009279251098632812,0
"g1","SingleSourceAlgoBrute",16,45,0.005586147308349609,25
"g1","SingleSourceAlgoBrute",16,46,0.0009329319000244141,0
"g1","SingleSourceAlgoBrute",16,47,0.002534151077270508,3
"g1","SingleSourceAlgoBrute",16,48,0.0016965866088867188,1
"g1","SingleSourceAlgoBrute",16,49,0.0009353160858154297,0
"g1","SingleSourceAlgoBrute",16,50,0.0016202926635742188,2
"g1","SingleSourceAlgoBrute",16,51,0.0016210079193115234,1
"g1","SingleSourceAlgoBrute",16,52,0.003386974334716797,1
"g1","SingleSourceAlgoBrute",16,53,0.0009403228759765625,0
"g1","SingleSourceAlgoBrute",16,54,0.0016331672668457031,3
"g1","SingleSourceAlgoBrute",16,55,0.0009307861328125,0
"g1","SingleSourceAlgoBrute",16,56,0.001634836196899414,6
"g1","SingleSourceAlgoBrute",16,57,0.0009300708770751953,0
"g1","SingleSourceAlgoBrute",16,58,0.0009288787841796875,0
"g1","SingleSourceAlgoBrute",16,59,0.0015676021575927734,2
"g1","SingleSourceAlgoBrute",16,60,0.0009293556213378906,0
"g1","SingleSourceAlgoBrute",16,61,0.002122640609741211,16
"g1","SingleSourceAlgoBrute",16,62,0.0015685558319091797,3
"g1","SingleSourceAlgoBrute",16,63,0.0009520053863525391,0
"g1","SingleSourceAlgoBrute",16,64,0.002539396286010742,1
"g1","SingleSourceAlgoBrute",16,65,0.0016193389892578125,1
"g1","SingleSourceAlgoBrute",16,66,0.0016255378723144531,5
"g1","SingleSourceAlgoBrute",16,67,0.0016620159149169922,2
"g1","SingleSourceAlgoBrute",16,68,0.0009300708770751953,0
"g1","SingleSourceAlgoBrute",16,69,0.0031549930572509766,6
"g1","SingleSourceAlgoBrute",16,70,0.000934600830078125,0
"g1","SingleSourceAlgoBrute",16,71,0.0015692710876464844,3
"g1","SingleSourceAlgoBrute",16,72,0.0027785301208496094,6
"g1","SingleSourceAlgoBrute",16,73,0.001638650894165039,1
