matrix,time
512,9.68958
1024,48.1903
1536,171.959
2048,350.222
2560,644.436
3072,1089.46
3584,1701.95
4096,2644.62
4608,3596.31
5120,4997.84
5632,6528.93
6144,8686.83
6656,10724.5
7168,13630.9
7680,16547.9
8192,19887.4
