"grammar","chunk_size","chunk_id","chunk_range","control_sum","chunk_time","chunk_mem_mb"
"g1",16,2103,"33648 33663",22,0.518024746,46
"g1",16,2104,"33664 33679",0,0.16588610299999998,31
"g1",16,2105,"33680 33695",2,0.279265817,-25
"g1",16,2106,"33696 33711",17,0.563702216,-11
"g1",16,2107,"33712 33727",2,0.365541224,9
"g1",16,2108,"33728 33743",2,0.276358165,13
"g1",16,2109,"33744 33759",0,0.16056866,3
"g1",16,2110,"33760 33775",4,0.24997803799999999,3
"g1",16,2111,"33776 33791",2,0.256174983,1
"g1",16,2112,"33792 33807",3,0.263141434,-4
"g1",16,2113,"33808 33823",15,0.24913692299999998,4
"g1",16,2114,"33824 33839",209,1.5397733120000001,35
"g1",16,2115,"33840 33855",14,0.538107581,-37
"g1",16,2116,"33856 33871",0,0.181382714,-19
"g1",16,2117,"33872 33887",2,0.619494476,9
"g1",16,2118,"33888 33903",0,0.183862953,-9
"g1",16,2119,"33904 33919",3,0.268180508,34
"g1",16,2120,"33920 33935","",""
"g1",16,2121,"33936 33951",15,0.416586796,-7
"g1",16,2122,"33952 33967",2,0.285799844,24
"g1",16,2123,"33968 33983",0,0.15039154600000001,-16
"g1",16,2124,"33984 33999",9,0.290587741,13
"g1",16,2125,"34000 34015",2,0.25497333499999997,10
"g1",16,2126,"34016 34031",3,0.246965888,12
"g1",16,2127,"34032 34047",0,0.146443206,0
"g1",16,2128,"34048 34063",18,0.505940745,2
"g1",16,2129,"34064 34079",3,0.364293478,28
"g1",16,2130,"34080 34095",10,0.393584045,17
"g1",16,2131,"34096 34111",14,0.27030323,10
"g1",16,2132,"34112 34127",22,0.368831652,-4
"g1",16,2133,"34128 34143",2,0.33016483599999996,22
"g1",16,2134,"34144 34159",3,0.278614454,-8
"g1",16,2135,"34160 34175",16,0.5120769749999999,21
"g1",16,2136,"34176 34191",7,0.280761409,6
"g1",16,2137,"34192 34207",104,0.8119930910000001,6
"g1",16,2138,"34208 34223",0,0.18412877900000002,23
"g1",16,2139,"34224 34239",0,0.171525948,26
"g1",16,2140,"34240 34255",0,0.19603833499999998,-10
"g1",16,2141,"34256 34271",3,0.23334665300000001,-12
"g1",16,2142,"34272 34287",1,0.273360514,8
"g1",16,2143,"34288 34303",13,0.528220894,-2
"g1",16,2144,"34304 34319",4,0.476316287,30
"g1",16,2145,"34320 34335",4,0.305199632,19
"g1",16,2146,"34336 34351",18,0.8078299849999999,-10
"g1",16,2147,"34352 34367",57,0.49441218,-2
"g1",16,2148,"34368 34383",0,0.16600337099999998,-10
"g1",16,2149,"34384 34399",0,0.220924798,-13
"g1",16,2150,"34400 34415",4,0.246878589,-9
"g1",16,2151,"34416 34431",6,0.33613300500000004,12
"g1",16,2152,"34432 34447",7,0.277833635,7
"g1",16,2153,"34448 34463",13,0.8943382639999999,-14
"g1",16,2154,"34464 34479",10,0.48692927100000005,33
"g1",16,2155,"34480 34495",12,0.500735958,18
"g1",16,2156,"34496 34511",0,0.15873910900000002,3
"g1",16,2157,"34512 34527",0,0.177106052,-14
"g1",16,2158,"34528 34543",4,0.242160178,-2
"g1",16,2159,"34544 34559",0,0.211148774,11
"g1",16,2160,"34560 34575",4,0.478974073,13
"g1",16,2161,"34576 34591",0,0.250327961,23
"g1",16,2162,"34592 34607",10,0.419752183,-11
"g1",16,2163,"34608 34623",3,0.441706812,18
"g1",16,2164,"34624 34639",31,0.733023057,14
"g1",16,2165,"34640 34655",2,0.354448796,16
"g1",16,2166,"34656 34671",140,1.186942046,6
"g1",16,2167,"34672 34687",125,0.6265206600000001,21
"g1",16,2168,"34688 34703",6,0.37652000199999996,22
"g1",16,2169,"34704 34719",0,0.238729047,-33
"g1",16,2170,"34720 34735",37,0.753751658,0
"g1",16,2171,"34736 34751",12,0.538088086,30
"g1",16,2172,"34752 34767",0,0.16577746999999998,-20
"g1",16,2173,"34768 34783",38,0.664619006,-9
"g1",16,2174,"34784 34799",6,0.388335202,16
"g1",16,2175,"34800 34815",0,0.20151474200000002,20
"g1",16,2176,"34816 34831",0,0.152547363,4
"g1",16,2177,"34832 34847",0,0.139833813,18
"g1",16,2178,"34848 34863",2,0.310991614,8
"g1",16,2179,"34864 34879",36,0.444078529,30
"g1",16,2180,"34880 34895",86,1.097286134,-3
"g1",16,2181,"34896 34911",83,0.6844111239999999,-44
"g1",16,2182,"34912 34927",21,0.752464833,14
"g1",16,2183,"34928 34943",9,0.269495921,8
"g1",16,2184,"34944 34959",12,0.523071135,19
"g1",16,2185,"34960 34975",50,0.732343859,25
"g1",16,2186,"34976 34991",3,0.307002397,-18
"g1",16,2187,"34992 35007",3,0.264848651,22
"g1",16,2188,"35008 35023",18,0.483587924,27
"g1",16,2189,"35024 35039",3,0.28289661,-2
"g1",16,2190,"35040 35055",42,1.02620143,18
"g1",16,2191,"35056 35071",11,0.35662975999999996,14
"g1",16,2192,"35072 35087",0,0.19050186600000002,-13
"g1",16,2193,"35088 35103",12,0.321755774,-16
"g1",16,2194,"35104 35119",0,0.157451351,-11
"g1",16,2195,"35120 35135",2,0.252773242,-2
"g1",16,2196,"35136 35151",2,0.249686417,22
"g1",16,2197,"35152 35167",6,0.253689926,5
"g1",16,2198,"35168 35183",6,0.29100261,33
"g1",16,2199,"35184 35199",14,0.636399237,23
"g1",16,2200,"35200 35215",5,0.279858504,17
"g1",16,2201,"35216 35231",9,0.351862302,14
"g1",16,2202,"35232 35247",4,0.373977338,-11
"g1",16,2203,"35248 35263",13,0.258645371,35
"g1",16,2204,"35264 35279",2,0.39298317200000005,27
"g1",16,2205,"35280 35295",2,0.24528633500000002,-9
"g1",16,2206,"35296 35311",1,0.277539565,7
"g1",16,2207,"35312 35327",14,0.388333525,-11
"g1",16,2208,"35328 35343",22,0.499504116,37
"g1",16,2209,"35344 35359",7,0.29438856900000004,6
"g1",16,2210,"35360 35375",12,0.5503292820000001,32
"g1",16,2211,"35376 35391",11,0.47815939100000004,42
"g1",16,2212,"35392 35407",0,0.16968576,-30
"g1",16,2213,"35408 35423",0,0.193352105,30
"g1",16,2214,"35424 35439",44,0.706194065,50
"g1",16,2215,"35440 35455",3,0.295292838,7
"g1",16,2216,"35456 35471",0,0.18047474600000002,13
"g1",16,2217,"35472 35487",0,0.187545283,-4
"g1",16,2218,"35488 35503",2,0.292185164,1
"g1",16,2219,"35504 35519",35,0.541515043,29
"g1",16,2220,"35520 35535",3,0.244238763,4
"g1",16,2221,"35536 35551","",""
"g1",16,2222,"35552 35567",38,0.706357272,17
"g1",16,2223,"35568 35583",20,0.462028292,1
"g1",16,2224,"35584 35599",8,0.31230224,22
"g1",16,2225,"35600 35615",3,0.291203824,-2
"g1",16,2226,"35616 35631",57,0.97861369,20
"g1",16,2227,"35632 35647",3,0.250581487,8
"g1",16,2228,"35648 35663",9,0.390732748,21
"g1",16,2229,"35664 35679",14,0.522041635,17
"g1",16,2230,"35680 35695",122,0.8201006190000001,18
"g1",16,2231,"35696 35711",4,0.253240196,14
"g1",16,2232,"35712 35727",3,0.356709855,14
"g1",16,2233,"35728 35743",125,1.126063687,-22
"g1",16,2234,"35744 35759",0,0.16824155500000001,11
"g1",16,2235,"35760 35775",14,0.555134426,2
"g1",16,2236,"35776 35791",9,0.356676653,6
"g1",16,2237,"35792 35807",7,0.303050192,30
"g1",16,2238,"35808 35823",3,0.25525393399999996,19
"g1",16,2239,"35824 35839",158,1.016407816,11
"g1",16,2240,"35840 35855",0,0.165925295,20
"g1",16,2241,"35856 35871",19,0.352764482,25
"g1",16,2242,"35872 35887",0,0.21073651499999999,-11
"g1",16,2243,"35888 35903",1,0.254803085,11
"g1",16,2244,"35904 35919",0,0.193516462,1
"g1",16,2245,"35920 35935",0,0.202358683,9
"g1",16,2246,"35936 35951",2,0.334140901,2
"g1",16,2247,"35952 35967",8,0.388423626,3
"g1",16,2248,"35968 35983",20,0.37048079300000003,2
"g1",16,2249,"35984 35999",13,0.34688111099999996,22
"g1",16,2250,"36000 36015",3,0.274974809,-13
"g1",16,2251,"36016 36031",14,0.359104266,-9
"g1",16,2252,"36032 36047",10,0.507517518,14
"g1",16,2253,"36048 36063",79,0.726763865,14
"g1",16,2254,"36064 36079",2,0.25752036700000003,16
"g1",16,2255,"36080 36095",3,0.253040219,22
"g1",16,2256,"36096 36111",0,0.233354398,16
"g1",16,2257,"36112 36127",7,0.359507827,-21
"g1",16,2258,"36128 36143",2,0.374630578,30
"g1",16,2259,"36144 36159",10,0.35274141,20
"g1",16,2260,"36160 36175",363,1.407098875,7
"g1",16,2261,"36176 36191",9,0.252348945,22
"g1",16,2262,"36192 36207",10,0.387671318,28
"g1",16,2263,"36208 36223",0,0.163622429,-8
"g1",16,2264,"36224 36239",40,0.844795855,27
"g1",16,2265,"36240 36255",3,0.358824859,12
"g1",16,2266,"36256 36271",0,0.205534602,18
"g1",16,2267,"36272 36287",5,0.40110780599999996,9
"g1",16,2268,"36288 36303",1,0.278799727,13
"g1",16,2269,"36304 36319",42,0.7094769179999999,-22
"g1",16,2270,"36320 36335",7,0.24592330799999998,18
"g1",16,2271,"36336 36351",10,0.353023841,-6
"g1",16,2272,"36352 36367",12,0.503308981,-28
"g1",16,2273,"36368 36383",3,0.282582441,16
"g1",16,2274,"36384 36399",5,0.368950815,4
"g1",16,2275,"36400 36415",4,0.291064057,11
"g1",16,2276,"36416 36431",28,0.340236741,-11
"g1",16,2277,"36432 36447",17,0.332460391,2
"g1",16,2278,"36448 36463",0,0.17114876799999998,6
"g1",16,2279,"36464 36479",30,0.34811051600000004,-3
"g1",16,2280,"36480 36495",2,0.262536293,-27
"g1",16,2281,"36496 36511",0,0.191897432,7
"g1",16,2282,"36512 36527",0,0.18686171,7
"g1",16,2283,"36528 36543",18,0.329460785,-4
"g1",16,2284,"36544 36559",13,0.311355038,22
"g1",16,2285,"36560 36575",132,0.660472205,30
"g1",16,2286,"36576 36591",2,0.417010675,10
"g1",16,2287,"36592 36607",5,0.529750743,25
"g1",16,2288,"36608 36623",2,0.282376586,16
"g1",16,2289,"36624 36639",0,0.196964323,-16
"g1",16,2290,"36640 36655",207,1.001689143,8
"g1",16,2291,"36656 36671",8,0.261675896,-14
"g1",16,2292,"36672 36687",1,0.278089671,23
"g1",16,2293,"36688 36703",0,0.17788373200000002,-16
"g1",16,2294,"36704 36719",94,0.802373165,37
"g1",16,2295,"36720 36735",27,0.5199478759999999,8
"g1",16,2296,"36736 36751",4,0.27267901299999997,23
"g1",16,2297,"36752 36767",5,0.524600341,40
"g1",16,2298,"36768 36783",3,0.263312713,25
"g1",16,2299,"36784 36799",0,0.180639659,-14
"g1",16,2300,"36800 36815",2,0.39589815,10
"g1",16,2301,"36816 36831",5,0.275209759,17
"g1",16,2302,"36832 36847",14,0.44346786400000004,34
"g1",16,2303,"36848 36863",12,0.43525510700000003,-3
"g1",16,2304,"36864 36879",57,0.768915893,0
"g1",16,2305,"36880 36895",7,0.27368433700000006,7
"g1",16,2306,"36896 36911",5,0.294573015,15
"g1",16,2307,"36912 36927",4,0.306380784,8
"g1",16,2308,"36928 36943",0,0.157689424,31
"g1",16,2309,"36944 36959",11,0.27230792000000004,11
"g1",16,2310,"36960 36975",2,0.360012894,2
"g1",16,2311,"36976 36991",3,0.416375912,37
"g1",16,2312,"36992 37007",16,0.583249125,-5
"g1",16,2313,"37008 37023",12,0.347468308,27
"g1",16,2314,"37024 37039",3,0.44310384599999997,6
"g1",16,2315,"37040 37055",2,0.269793792,-15
"g1",16,2316,"37056 37071",0,0.15975282500000001,-6
"g1",16,2317,"37072 37087",26,0.562681139,-15
"g1",16,2318,"37088 37103",2,0.273029305,27
"g1",16,2319,"37104 37119",21,0.408926399,15
"g1",16,2320,"37120 37135",8,0.376717372,10
"g1",16,2321,"37136 37151",12,0.47293269600000004,35
"g1",16,2322,"37152 37167","",""
"g1",16,2323,"37168 37183",5,0.465260364,22
"g1",16,2324,"37184 37199",3,0.275199168,-9
"g1",16,2325,"37200 37215",5,0.286363953,-22
"g1",16,2326,"37216 37231",7,0.267052689,34
"g1",16,2327,"37232 37247",2,0.27270984,19
"g1",16,2328,"37248 37263",19,0.6357366090000001,21
"g1",16,2329,"37264 37279",334,1.090443054,18
"g1",16,2330,"37280 37295",0,0.179892921,-14
"g1",16,2331,"37296 37311",4,0.279370721,0
"g1",16,2332,"37312 37327",13,0.26799843,15
"g1",16,2333,"37328 37343",12,0.371423742,24
"g1",16,2334,"37344 37359",8,0.439403086,21
"g1",16,2335,"37360 37375",54,0.527369153,18
"g1",16,2336,"37376 37391",12,0.400168986,39
"g1",16,2337,"37392 37407",2,0.286756333,-11
"g1",16,2338,"37408 37423",0,0.18393272200000002,17
"g1",16,2339,"37424 37439",10,0.294278584,-19
"g1",16,2340,"37440 37455",6,0.26578047800000004,10
"g1",16,2341,"37456 37471",3,0.27837242500000003,7
"g1",16,2342,"37472 37487",0,0.202631099,-15
"g1",16,2343,"37488 37503",6,0.266739766,-12
"g1",16,2344,"37504 37519",0,0.17590635000000002,12
"g1",16,2345,"37520 37535",8,0.31080376,-1
"g1",16,2346,"37536 37551",0,0.17333390399999998,3
"g1",16,2347,"37552 37567",6,0.268595901,-6
"g1",16,2348,"37568 37583",9,0.285986294,25
"g1",16,2349,"37584 37599",4,0.383494769,24
"g1",16,2350,"37600 37615",4,0.36832824900000005,31
"g1",16,2351,"37616 37631",2,0.291917967,21
"g1",16,2352,"37632 37647",18,0.568721512,11
"g1",16,2353,"37648 37663",5,0.390780175,19
"g1",16,2354,"37664 37679",79,0.722203305,-1
"g1",16,2355,"37680 37695",2,0.338933129,29
"g1",16,2356,"37696 37711",12,0.425070394,25
"g1",16,2357,"37712 37727",6,0.290753556,-6
"g1",16,2358,"37728 37743",54,0.870929701,24
"g1",16,2359,"37744 37759",13,0.469363295,3
"g1",16,2360,"37760 37775",12,0.24960236800000002,35
"g1",16,2361,"37776 37791",19,0.383227162,13
"g1",16,2362,"37792 37807",8,0.720908074,25
"g1",16,2363,"37808 37823",132,1.258730112,27
"g1",16,2364,"37824 37839",32,0.500422163,-6
"g1",16,2365,"37840 37855",372,1.367892283,17
"g1",16,2366,"37856 37871",3,0.277627406,37
"g1",16,2367,"37872 37887",49,0.57993872,19
"g1",16,2368,"37888 37903",6,0.295205589,-15
"g1",16,2369,"37904 37919",9,0.38199402099999996,-7
"g1",16,2370,"37920 37935",5,0.28405444999999996,-5
"g1",16,2371,"37936 37951",0,0.17467180300000001,34
"g1",16,2372,"37952 37967",29,0.5835943499999999,32
"g1",16,2373,"37968 37983",0,0.203097238,-4
"g1",16,2374,"37984 37999",0,0.191117707,16
"g1",16,2375,"38000 38015",12,0.79580707,26
"g1",16,2376,"38016 38031",10,0.235190397,13
"g1",16,2377,"38032 38047",0,0.170404791,7
"g1",16,2378,"38048 38063",0,0.198832312,15
"g1",16,2379,"38064 38079",21,0.49474968999999996,-2
"g1",16,2380,"38080 38095",15,0.364707468,16
"g1",16,2381,"38096 38111",2,0.283056148,38
"g1",16,2382,"38112 38127",5,0.24218366800000002,24
"g1",16,2383,"38128 38143",0,0.206128088,1
"g1",16,2384,"38144 38159",0,0.17356771299999998,30
"g1",16,2385,"38160 38175",30,0.586974437,-14
"g1",16,2386,"38176 38191",11,0.367621316,15
"g1",16,2387,"38192 38207",5,0.253241113,-12
"g1",16,2388,"38208 38223",8,0.493778484,30
"g1",16,2389,"38224 38239",42,0.453641241,29
"g1",16,2390,"38240 38255",107,1.18616497,30
"g1",16,2391,"38256 38271",7,0.276646173,32
"g1",16,2392,"38272 38287",0,0.17995710199999998,0
"g1",16,2393,"38288 38303",0,0.172251424,-3
"g1",16,2394,"38304 38319",7,0.25832664299999997,30
"g1",16,2395,"38320 38335",0,0.173662425,28
"g1",16,2396,"38336 38351",4,0.293979331,14
"g1",16,2397,"38352 38367",10,0.423936266,26
"g1",16,2398,"38368 38383",0,0.200968682,5
"g1",16,2399,"38384 38399",5,0.37217181099999996,18
"g1",16,2400,"38400 38415",3,0.26092612600000004,0
"g1",16,2401,"38416 38431",44,0.5220004149999999,34
"g1",16,2402,"38432 38447",311,1.509218841,22
"g1",16,2403,"38448 38463",4,0.39161148500000004,15
"g1",16,2404,"38464 38479",7,0.442230245,21
"g1",16,2405,"38480 38495",0,0.20454518100000002,-26
"g1",16,2406,"38496 38511",3,0.262482197,24
"g1",16,2407,"38512 38527",2,0.269207836,21
"g1",16,2408,"38528 38543",6,0.28582579500000005,27
"g1",16,2409,"38544 38559",9,0.387356412,34
"g1",16,2410,"38560 38575",0,0.18478401,19
"g1",16,2411,"38576 38591",3,0.301586052,-10
"g1",16,2412,"38592 38607",10,0.356123402,-28
"g1",16,2413,"38608 38623",16,1.064296242,10
"g1",16,2414,"38624 38639",2,0.288483516,4
"g1",16,2415,"38640 38655",30,0.556575576,24
"g1",16,2416,"38656 38671",19,0.25990729199999996,38
"g1",16,2417,"38672 38687",40,0.603655664,-15
"g1",16,2418,"38688 38703",2,0.285020422,-1
"g1",16,2419,"38704 38719",6,0.540383384,11
"g1",16,2420,"38720 38735",13,0.29274131,-1
"g1",16,2421,"38736 38751",3,0.482855063,-39
"g1",16,2422,"38752 38767",0,0.170607044,-16
"g1",16,2423,"38768 38783","",""
"g1",16,2424,"38784 38799",0,0.281637425,29
"g1",16,2425,"38800 38815",4,0.299076608,4
"g1",16,2426,"38816 38831",21,0.42417125600000005,-19
"g1",16,2427,"38832 38847",0,0.194675781,4
"g1",16,2428,"38848 38863",0,0.181403899,18
"g1",16,2429,"38864 38879",26,0.504016757,6
"g1",16,2430,"38880 38895",16,0.546824384,18
"g1",16,2431,"38896 38911",60,0.780695019,37
"g1",16,2432,"38912 38927",14,0.372866083,3
"g1",16,2433,"38928 38943",0,0.205885292,36
"g1",16,2434,"38944 38959",168,0.7197876129999999,-2
"g1",16,2435,"38960 38975",5,0.27581515,-29
"g1",16,2436,"38976 38991",5,0.437979614,-2
"g1",16,2437,"38992 39007",1,0.26833583499999997,23
"g1",16,2438,"39008 39023",62,0.25932397500000004,-7
"g1",16,2439,"39024 39039",5,0.273602717,3
"g1",16,2440,"39040 39055",0,0.172256648,-18
"g1",16,2441,"39056 39071",5,0.360025233,28
"g1",16,2442,"39072 39087",0,0.167993984,-22
"g1",16,2443,"39088 39103",2,0.25396911499999997,25
"g1",16,2444,"39104 39119",0,0.20610694000000002,-9
"g1",16,2445,"39120 39135",2,0.258897251,-2
"g1",16,2446,"39136 39151",4,0.338932187,4
"g1",16,2447,"39152 39167",6,0.264837539,-17
"g1",16,2448,"39168 39183",23,0.272732864,27
"g1",16,2449,"39184 39199",24,0.672147681,16
"g1",16,2450,"39200 39215",1,0.29311195199999995,-2
"g1",16,2451,"39216 39231",23,0.526561224,29
"g1",16,2452,"39232 39247",2,0.436115329,15
"g1",16,2453,"39248 39263",0,0.16416382,6
"g1",16,2454,"39264 39279",8,0.57070548,16
"g1",16,2455,"39280 39295",0,0.194573944,31
"g1",16,2456,"39296 39311",13,0.32368321,-1
"g1",16,2457,"39312 39327",0,0.188196246,12
"g1",16,2458,"39328 39343",21,0.48991915,14
"g1",16,2459,"39344 39359",0,0.16745606799999999,20
"g1",16,2460,"39360 39375",11,0.245555731,33
"g1",16,2461,"39376 39391",3,0.24529184799999998,-17
"g1",16,2462,"39392 39407",0,0.19181870699999998,22
"g1",16,2463,"39408 39423",3,0.472498417,-2
"g1",16,2464,"39424 39439",0,0.207377836,7
"g1",16,2465,"39440 39455",102,0.726645029,30
"g1",16,2466,"39456 39471",74,0.7605790769999999,-5
"g1",16,2467,"39472 39487",0,0.19104822200000002,-30
"g1",16,2468,"39488 39503",0,0.178562766,17
"g1",16,2469,"39504 39519",2,0.224979908,-16
"g1",16,2470,"39520 39535",0,0.17715794099999999,4
"g1",16,2471,"39536 39551",0,0.170078973,13
"g1",16,2472,"39552 39567",1,0.30693884200000005,26
"g1",16,2473,"39568 39583",12,0.354014671,21
"g1",16,2474,"39584 39599",3,0.45899419999999996,33
"g1",16,2475,"39600 39615",10,0.373322881,1
"g1",16,2476,"39616 39631",9,0.359203072,0
"g1",16,2477,"39632 39647",2,0.25469645,-18
"g1",16,2478,"39648 39663",13,0.521843974,4
"g1",16,2479,"39664 39679",1,0.235889614,1
"g1",16,2480,"39680 39695",3,0.26082050700000003,15
"g1",16,2481,"39696 39711",3,0.281906003,19
"g1",16,2482,"39712 39727",4,0.264538908,-16
"g1",16,2483,"39728 39743",26,0.260248476,35
"g1",16,2484,"39744 39759",8,0.400259678,15
"g1",16,2485,"39760 39775",11,0.337928715,6
"g1",16,2486,"39776 39791",4,0.494286991,-19
"g1",16,2487,"39792 39807",3,0.33121822100000003,33
"g1",16,2488,"39808 39823",0,0.199617276,16
"g1",16,2489,"39824 39839",9,0.262763286,2
"g1",16,2490,"39840 39855",24,0.354252445,18
"g1",16,2491,"39856 39871",2,0.27828933899999997,32
"g1",16,2492,"39872 39887",45,0.473627971,31
"g1",16,2493,"39888 39903",7,0.288317644,18
"g1",16,2494,"39904 39919",5,0.28107903599999995,43
"g1",16,2495,"39920 39935",4,0.261474795,5
"g1",16,2496,"39936 39951",8,0.24073652,-9
"g1",16,2497,"39952 39967",22,0.360572724,7
"g1",16,2498,"39968 39983",0,0.180805924,4
"g1",16,2499,"39984 39999",2,0.261005901,-3
"g1",16,2500,"40000 40015",12,0.39799480899999995,30
"g1",16,2501,"40016 40031",5,0.379196848,5
"g1",16,2502,"40032 40047",2,0.22099110300000002,26
"g1",16,2503,"40048 40063",0,0.159214518,-35
"g1",16,2504,"40064 40079",3,0.5690497,42
"g1",16,2505,"40080 40095",22,0.390971635,1
"g1",16,2506,"40096 40111",24,0.41733962,6
"g1",16,2507,"40112 40127",7,0.27087294,35
"g1",16,2508,"40128 40143",0,0.190651274,24
"g1",16,2509,"40144 40159",43,0.6833582760000001,28
"g1",16,2510,"40160 40175",2,0.274395414,2
"g1",16,2511,"40176 40191",2,0.300884667,0
"g1",16,2512,"40192 40207",0,0.21218942200000002,-40
"g1",16,2513,"40208 40223",24,0.951652909,13
"g1",16,2514,"40224 40239",6,0.25804193400000003,33
"g1",16,2515,"40240 40255",370,0.966105059,42
"g1",16,2516,"40256 40271",0,0.16844828999999997,27
"g1",16,2517,"40272 40287",0,0.15059561,17
"g1",16,2518,"40288 40303",40,0.848564848,-7
"g1",16,2519,"40304 40319",6,0.262118112,9
"g1",16,2520,"40320 40335",0,0.209068196,-2
"g1",16,2521,"40336 40351",68,0.574580863,-2
"g1",16,2522,"40352 40367",12,0.278816844,-18
"g1",16,2523,"40368 40383",0,0.200195274,9
"g1",16,2524,"40384 40399","",""
"g1",16,2525,"40400 40415",0,0.287310565,-12
"g1",16,2526,"40416 40431",4,0.251776333,-8
"g1",16,2527,"40432 40447",10,0.405482008,14
"g1",16,2528,"40448 40463",2,0.270769324,34
"g1",16,2529,"40464 40479",0,0.15321236200000002,-16
"g1",16,2530,"40480 40495",11,0.276373751,15
"g1",16,2531,"40496 40511",0,0.153892633,-2
"g1",16,2532,"40512 40527",6,0.35107142700000005,17
"g1",16,2533,"40528 40543",6,0.36957548500000004,-1
"g1",16,2534,"40544 40559",4,0.239052573,-25
"g1",16,2535,"40560 40575",2,0.244478053,0
"g1",16,2536,"40576 40591",2,0.244590356,-33
"g1",16,2537,"40592 40607",16,0.336662017,25
"g1",16,2538,"40608 40623",0,0.167607673,32
"g1",16,2539,"40624 40639",21,0.38296027099999996,29
"g1",16,2540,"40640 40655",0,0.16443386599999998,6
"g1",16,2541,"40656 40671",9,0.520753109,-13
"g1",16,2542,"40672 40687",4,0.245472671,8
"g1",16,2543,"40688 40703",4,0.272072752,17
"g1",16,2544,"40704 40719",11,0.625025862,-6
"g1",16,2545,"40720 40735",3,0.277799526,-31
"g1",16,2546,"40736 40751",91,0.907188071,10
"g1",16,2547,"40752 40767",3,0.27510568799999996,-7
"g1",16,2548,"40768 40783",293,1.4616426120000001,28
"g1",16,2549,"40784 40799",8,0.249497999,5
"g1",16,2550,"40800 40815",5,0.367759141,-4
"g1",16,2551,"40816 40831",3,0.28752736,-23
"g1",16,2552,"40832 40847",2,0.275999127,21
"g1",16,2553,"40848 40863",0,0.183760791,15
"g1",16,2554,"40864 40879",7,0.370603196,-8
"g1",16,2555,"40880 40895",6,0.243043927,25
"g1",16,2556,"40896 40911",0,0.20267494400000002,10
"g1",16,2557,"40912 40927",2,0.388633842,12
"g1",16,2558,"40928 40943",18,0.558525256,2
"g1",16,2559,"40944 40959",12,0.402323572,-16
"g1",16,2560,"40960 40975",3,0.399765645,46
"g1",16,2561,"40976 40991",0,0.180630921,-28
"g1",16,2562,"40992 41007",13,0.35657326699999997,19
"g1",16,2563,"41008 41023",10,0.264916526,34
"g1",16,2564,"41024 41039",0,0.186519494,15
"g1",16,2565,"41040 41055",0,0.184374619,-32
"g1",16,2566,"41056 41071",5,0.26177328499999997,-17
"g1",16,2567,"41072 41087",15,0.37252132699999996,-2
"g1",16,2568,"41088 41103",6,0.26352269,27
"g1",16,2569,"41104 41119",13,0.311920871,-14
"g1",16,2570,"41120 41135",3,0.41334997900000003,20
"g1",16,2571,"41136 41151",6,0.275378609,26
"g1",16,2572,"41152 41167",18,0.524614831,0
"g1",16,2573,"41168 41183",0,0.198272199,-24
"g1",16,2574,"41184 41199",5,0.480566635,3
"g1",16,2575,"41200 41215",7,0.262220685,23
"g1",16,2576,"41216 41231",7,0.336799771,1
"g1",16,2577,"41232 41247",21,0.691204024,16
"g1",16,2578,"41248 41263",4,0.301294874,-7
"g1",16,2579,"41264 41279",3,0.27372163899999996,-4
"g1",16,2580,"41280 41295",4,0.34422088,33
"g1",16,2581,"41296 41311",6,0.5260872799999999,-2
"g1",16,2582,"41312 41327",24,0.52800201,-24
"g1",16,2583,"41328 41343",33,0.406270362,21
"g1",16,2584,"41344 41359",3,0.258656702,-29
"g1",16,2585,"41360 41375",14,0.438622647,6
"g1",16,2586,"41376 41391",0,0.198259872,11
"g1",16,2587,"41392 41407",7,0.357039858,24
"g1",16,2588,"41408 41423",2,0.270654428,10
"g1",16,2589,"41424 41439",93,0.7576663419999999,-20
"g1",16,2590,"41440 41455",0,0.183447584,12
"g1",16,2591,"41456 41471",4,0.362202223,-19
"g1",16,2592,"41472 41487",8,0.325345257,3
"g1",16,2593,"41488 41503",6,0.586211653,29
"g1",16,2594,"41504 41519",0,0.191489664,0
"g1",16,2595,"41520 41535",16,0.5449015970000001,34
"g1",16,2596,"41536 41551",29,0.513880742,-24
"g1",16,2597,"41552 41567",10,0.375148973,23
"g1",16,2598,"41568 41583",20,0.37487381900000005,20
"g1",16,2599,"41584 41599",0,0.15914784399999998,24
"g1",16,2600,"41600 41615",0,0.16938757599999998,-2
"g1",16,2601,"41616 41631",0,0.176308899,2
"g1",16,2602,"41632 41647",4,0.25631443000000004,40
"g1",16,2603,"41648 41663",34,0.5366533729999999,1
"g1",16,2604,"41664 41679",12,0.320266537,23
"g1",16,2605,"41680 41695",10,0.398683002,7
"g1",16,2606,"41696 41711",0,0.20141863100000001,8
"g1",16,2607,"41712 41727",10,0.34978898500000005,-2
"g1",16,2608,"41728 41743",15,0.59426663,9
"g1",16,2609,"41744 41759",22,0.508782595,40
"g1",16,2610,"41760 41775",0,0.13695285799999998,-7
"g1",16,2611,"41776 41791",12,0.380751595,9
"g1",16,2612,"41792 41807",6,0.260367789,-32
"g1",16,2613,"41808 41823",16,0.562957733,-5
"g1",16,2614,"41824 41839",43,0.7097487680000001,37
"g1",16,2615,"41840 41855",3,0.26634879499999997,8
"g1",16,2616,"41856 41871",0,0.186211035,10
"g1",16,2617,"41872 41887",10,0.37835030399999997,0
"g1",16,2618,"41888 41903",0,0.206767052,18
"g1",16,2619,"41904 41919",0,0.197529236,-6
