"grammar","algo","chunk_size","chunk_id","chunk_time"
"g1","SingleSourceAlgoOpt",32,16,0.0016143321990966797
"g1","SingleSourceAlgoOpt",32,17,0.0022978782653808594
"g1","SingleSourceAlgoOpt",32,18,0.0017137527465820312
"g1","SingleSourceAlgoOpt",32,19,0.0016124248504638672
"g1","SingleSourceAlgoOpt",32,20,0.0018525123596191406
"g1","SingleSourceAlgoOpt",32,21,0.0014977455139160156
"g1","SingleSourceAlgoOpt",32,22,0.0008709430694580078
"g1","SingleSourceAlgoOpt",32,23,0.0015003681182861328
"g1","SingleSourceAlgoOpt",32,24,0.0008711814880371094
"g1","SingleSourceAlgoOpt",32,25,0.0014963150024414062
"g1","SingleSourceAlgoOpt",32,26,0.001497030258178711
"g1","SingleSourceAlgoOpt",32,27,0.0014941692352294922
"g1","SingleSourceAlgoOpt",32,28,0.0008747577667236328
"g1","SingleSourceAlgoOpt",32,29,0.0014922618865966797
"g1","SingleSourceAlgoOpt",32,30,0.0008680820465087891
"g1","SingleSourceAlgoOpt",32,31,0.003325939178466797
"g1","SingleSourceAlgoOpt",32,32,0.0008790493011474609
"g1","SingleSourceAlgoOpt",32,33,0.0008699893951416016
"g1","SingleSourceAlgoOpt",32,34,0.0008656978607177734
"g1","SingleSourceAlgoOpt",32,35,0.0008678436279296875
"g1","SingleSourceAlgoOpt",32,36,0.0008642673492431641
"g1","SingleSourceAlgoOpt",32,37,0.0008664131164550781
"g1","SingleSourceAlgoOpt",32,38,0.0008637905120849609
"g1","SingleSourceAlgoOpt",32,39,0.0008649826049804688
"g1","SingleSourceAlgoOpt",32,40,0.0008726119995117188
"g1","SingleSourceAlgoOpt",32,41,0.0006082057952880859
"g1","SingleSourceAlgoOpt",64,0,0.02002882957458496
"g1","SingleSourceAlgoOpt",64,1,0.015670061111450195
"g1","SingleSourceAlgoOpt",64,2,0.012037038803100586
"g1","SingleSourceAlgoOpt",64,3,0.005059719085693359
"g1","SingleSourceAlgoOpt",64,4,0.00228118896484375
"g1","SingleSourceAlgoOpt",64,5,0.005094289779663086
"g1","SingleSourceAlgoOpt",64,6,0.0026557445526123047
"g1","SingleSourceAlgoOpt",64,7,0.003782033920288086
"g1","SingleSourceAlgoOpt",64,8,0.0034427642822265625
"g1","SingleSourceAlgoOpt",64,9,0.0025196075439453125
"g1","SingleSourceAlgoOpt",64,10,0.002554655075073242
"g1","SingleSourceAlgoOpt",64,11,0.0021674633026123047
"g1","SingleSourceAlgoOpt",64,12,0.0021550655364990234
"g1","SingleSourceAlgoOpt",64,13,0.002170562744140625
"g1","SingleSourceAlgoOpt",64,14,0.0021576881408691406
"g1","SingleSourceAlgoOpt",64,15,0.004513740539550781
"g1","SingleSourceAlgoOpt",64,16,0.00127410888671875
"g1","SingleSourceAlgoOpt",64,17,0.0012691020965576172
"g1","SingleSourceAlgoOpt",64,18,0.0012650489807128906
"g1","SingleSourceAlgoOpt",64,19,0.0012569427490234375
"g1","SingleSourceAlgoOpt",64,20,0.0010004043579101562
"g1","SingleSourceAlgoOpt",100,0,0.022617578506469727
"g1","SingleSourceAlgoOpt",100,1,0.0150146484375
"g1","SingleSourceAlgoOpt",100,2,0.005765199661254883
"g1","SingleSourceAlgoOpt",100,3,0.00739741325378418
"g1","SingleSourceAlgoOpt",100,4,0.003509044647216797
"g1","SingleSourceAlgoOpt",100,5,0.005051851272583008
"g1","SingleSourceAlgoOpt",100,6,0.0034127235412597656
"g1","SingleSourceAlgoOpt",100,7,0.0028874874114990234
"g1","SingleSourceAlgoOpt",100,8,0.002923727035522461
"g1","SingleSourceAlgoOpt",100,9,0.002888917922973633
"g1","SingleSourceAlgoOpt",100,10,0.005828142166137695
"g1","SingleSourceAlgoOpt",100,11,0.0017116069793701172
"g1","SingleSourceAlgoOpt",100,12,0.0017042160034179688
"g1","SingleSourceAlgoOpt",100,13,0.0007653236389160156
"g1","SingleSourceAlgoOpt",500,0,0.033539533615112305
"g1","SingleSourceAlgoOpt",500,1,0.012461185455322266
"g1","SingleSourceAlgoOpt",500,2,0.01426076889038086
"g1","SingleSourceAlgoOpt",1000,0,0.04387021064758301
"g1","SingleSourceAlgoOpt",1000,1,0.014489412307739258
"g1","SingleSourceAlgoOpt",5000,0,0.038140058517456055
"g1","SingleSourceAlgoOpt",10000,0,0.03513979911804199
"g1","SingleSourceAlgoOpt",1323,0,0.03611946105957031
"g2","SingleSourceAlgoOpt",32,0,0.0057675838470458984
"g2","SingleSourceAlgoOpt",32,1,0.0010416507720947266
"g2","SingleSourceAlgoOpt",32,2,0.0009856224060058594
"g2","SingleSourceAlgoOpt",32,3,0.0010118484497070312
"g2","SingleSourceAlgoOpt",32,4,0.002459287643432617
"g2","SingleSourceAlgoOpt",32,5,0.0012688636779785156
"g2","SingleSourceAlgoOpt",32,6,0.0019936561584472656
"g2","SingleSourceAlgoOpt",32,7,0.0025899410247802734
"g2","SingleSourceAlgoOpt",32,8,0.0009622573852539062
"g2","SingleSourceAlgoOpt",32,9,0.000990152359008789
