name,param:algo,param:chunk_size,param:grammar,param:graph,min,max,mean,stddev,median,iqr,outliers,ops,rounds,iterations
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-univ-bench-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/univ-bench.txt,0.007827766996342689,0.007827766996342689,0.007827766996342689,0,0.007827766996342689,0.0,0;0,127.75035338522758,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-core-geo-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.007868653992773034,0.007868653992773034,0.007868653992773034,0,0.007868653992773034,0.0,0;0,127.08653867846395,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-wine-geo-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.008013461003429256,0.008013461003429256,0.008013461003429256,0,0.008013461003429256,0.0,0;0,124.79002513047271,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-biomedical-mesure-primitive-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/biomedical-mesure-primitive.txt,0.008034565995330922,0.008034565995330922,0.008034565995330922,0,0.008034565995330922,0.0,0;0,124.46222989283103,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-funding-geo-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/funding.txt,0.008347303999471478,0.008347303999471478,0.008347303999471478,0,0.008347303999471478,0.0,0;0,119.79915911332766,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-core-g2-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.008502124997903593,0.008502124997903593,0.008502124997903593,0,0.008502124997903593,0.0,0;0,117.61765443892844,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-core-g2-1000],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],1000,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.008535107990610413,0.008535107990610413,0.008535107990610413,0,0.008535107990610413,0.0,0;0,117.16313385842493,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-people_pets-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/people_pets.txt,0.008617521001724526,0.008617521001724526,0.008617521001724526,0,0.008617521001724526,0.0,0;0,116.04265307852239,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-travel-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/travel.txt,0.009319441000116058,0.009319441000116058,0.009319441000116058,0,0.009319441000116058,0.0,0;0,107.30257318948065,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-biomedical-mesure-primitive-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/biomedical-mesure-primitive.txt,0.0095141009951476,0.0095141009951476,0.0095141009951476,0,0.0095141009951476,0.0,0;0,105.10714575239656,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pizza-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pizza.txt,0.009978942995076068,0.009978942995076068,0.009978942995076068,0,0.009978942995076068,0.0,0;0,100.21101438232809,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-wine-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.01055372500559315,0.01055372500559315,0.01055372500559315,0,0.01055372500559315,0.0,0;0,94.75327426761932,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-atom-primitive-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/atom-primitive.txt,0.010563039992121048,0.010563039992121048,0.010563039992121048,0,0.010563039992121048,0.0,0;0,94.66971636440817,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-foaf-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/foaf.txt,0.010711492999689654,0.010711492999689654,0.010711492999689654,0,0.010711492999689654,0.0,0;0,93.35766732321753,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-people_pets-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/people_pets.txt,0.010725520012783818,0.010725520012783818,0.010725520012783818,0,0.010725520012783818,0.0,0;0,93.23557261634805,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-funding-g1-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/funding.txt,0.01182822699774988,0.01182822699774988,0.01182822699774988,0,0.01182822699774988,0.0,0;0,84.54352458658707,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-core-geo-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.01202165600261651,0.01202165600261651,0.01202165600261651,0,0.01202165600261651,0.0,0;0,83.18321533924697,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-univ-bench-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/univ-bench.txt,0.012098795006750152,0.012098795006750152,0.012098795006750152,0,0.012098795006750152,0.0,0;0,82.65285918490896,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-wine-g2-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.012135120006860234,0.012135120006860234,0.012135120006860234,0,0.012135120006860234,0.0,0;0,82.40544794239194,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-core-geo-1000],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],1000,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.01221426400297787,0.01221426400297787,0.01221426400297787,0,0.01221426400297787,0.0,0;0,81.87149055859587,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-core-geo-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.012342486006673425,0.012342486006673425,0.012342486006673425,0,0.012342486006673425,0.0,0;0,81.02095472980992,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-pizza-g2-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pizza.txt,0.01266709400806576,0.01266709400806576,0.01266709400806576,0,0.01266709400806576,0.0,0;0,78.94470502573446,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-wine-g2-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.0129721220000647,0.0129721220000647,0.0129721220000647,0,0.0129721220000647,0.0,0;0,77.0883900101319,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-funding-g2-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/funding.txt,0.013155874999938533,0.013155874999938533,0.013155874999938533,0,0.013155874999938533,0.0,0;0,76.01166779136106,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-people_pets-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/people_pets.txt,0.013225756993051618,0.013225756993051618,0.013225756993051618,0,0.013225756993051618,0.0,0;0,75.61003884506327,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-funding-g2-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/funding.txt,0.013312805007444695,0.013312805007444695,0.013312805007444695,0,0.013312805007444695,0.0,0;0,75.11564989052171,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-core-g2-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.013440695009194314,0.013440695009194314,0.013440695009194314,0,0.013440695009194314,0.0,0;0,74.40091448514639,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-core-geo-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.013920665995101444,0.013920665995101444,0.013920665995101444,0,0.013920665995101444,0.0,0;0,71.83564352107082,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-funding-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/funding.txt,0.014309008009149693,0.014309008009149693,0.014309008009149693,0,0.014309008009149693,0.0,0;0,69.88604656315547,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-wine-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.014368418007506989,0.014368418007506989,0.014368418007506989,0,0.014368418007506989,0.0,0;0,69.59708434690134,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-core-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.014726599998539314,0.014726599998539314,0.014726599998539314,0,0.014726599998539314,0.0,0;0,67.90433637765587,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-funding-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/funding.txt,0.014968646995839663,0.014968646995839663,0.014968646995839663,0,0.014968646995839663,0.0,0;0,66.80630522437578,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-pizza-g2-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pizza.txt,0.015545827001915313,0.015545827001915313,0.015545827001915313,0,0.015545827001915313,0.0,0;0,64.32594418275693,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pizza-g1-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pizza.txt,0.015911669994238764,0.015911669994238764,0.015911669994238764,0,0.015911669994238764,0.0,0;0,62.84695449076534,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-biomedical-mesure-primitive-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/biomedical-mesure-primitive.txt,0.015916538002784364,0.015916538002784364,0.015916538002784364,0,0.015916538002784364,0.0,0;0,62.827733004819564,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-biomedical-mesure-primitive-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/biomedical-mesure-primitive.txt,0.016297768001095392,0.016297768001095392,0.016297768001095392,0,0.016297768001095392,0.0,0;0,61.358095165717714,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-wine-g1-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.01851377700222656,0.01851377700222656,0.01851377700222656,0,0.01851377700222656,0.0,0;0,54.01382980251598,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pathways-geo-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pathways.txt,0.01907396299066022,0.01907396299066022,0.01907396299066022,0,0.01907396299066022,0.0,0;0,52.42748979274319,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-core-g1-1000],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],1000,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.019426756000029854,0.019426756000029854,0.019426756000029854,0,0.019426756000029854,0.0,0;0,51.4753981569781,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-core-g2-1000],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],1000,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.019637396006146446,0.019637396006146446,0.019637396006146446,0,0.019637396006146446,0.0,0;0,50.92324866733873,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pathways-geo-5000],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],5000,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pathways.txt,0.01972697900782805,0.01972697900782805,0.01972697900782805,0,0.01972697900782805,0.0,0;0,50.69199899301259,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-core-g2-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/core.txt,0.020779918995685875,0.020779918995685875,0.020779918995685875,0,0.020779918995685875,0.0,0;0,48.123382974091975,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pathways-geo-1000],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],1000,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pathways.txt,0.021291516997735016,0.021291516997735016,0.021291516997735016,0,0.021291516997735016,0.0,0;0,46.9670620513503,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-biomedical-mesure-primitive-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/biomedical-mesure-primitive.txt,0.021721654004068114,0.021721654004068114,0.021721654004068114,0,0.021721654004068114,0.0,0;0,46.03700988021981,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-people_pets-g1-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/people_pets.txt,0.02193631599948276,0.02193631599948276,0.02193631599948276,0,0.02193631599948276,0.0,0;0,45.58650595768128,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pathways-geo-500],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],500,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/geo.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pathways.txt,0.022068341000704095,0.022068341000704095,0.022068341000704095,0,0.022068341000704095,0.0,0;0,45.313782307790824,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-wine-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.022110788006102666,0.022110788006102666,0.022110788006102666,0,0.022110788006102666,0.0,0;0,45.22679154284307,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-pizza-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pizza.txt,0.02268705700407736,0.02268705700407736,0.02268705700407736,0,0.02268705700407736,0.0,0;0,44.07799565277586,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoBrute-pizza-g2-100],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoBrute'>],100,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g2.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/pizza.txt,0.023331395990680903,0.023331395990680903,0.023331395990680903,0,0.023331395990680903,0.0,0;0,42.86070153708004,1,1
test/single_source/bench_cfpq_data.py::test_single_source_benchmark_total_big[SingleSourceAlgoOpt-wine-g1-None],UNSERIALIZABLE[<class 'src.algo.single_source.single_source.SingleSourceAlgoOpt'>],,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Grammars/g1.cnf,/home/viabzalov/GitReps/CFPQ_PyAlgo/deps/CFPQ_Data/data/RDF/Matrices/wine.txt,0.023527281009592116,0.023527281009592116,0.023527281009592116,0,0.023527281009592116,0.0,0;0,42.50384902498075,1,1
