0,165.670995
0,165.77137
0,165.832866
0,165.878041
0,165.88453
0,165.90057
0,165.904969
0,165.938112
0,165.955332
0,165.980673
0,165.997373
0,166.010437
0,166.018851
0,166.026534
0,166.03123
0,166.034509
0,166.049865
0,166.055336
0,166.055345
0,166.055866
0,166.057825
0,166.059485
0,166.061816
0,166.062833
0,166.065795
0,166.076503
0,166.080519
0,166.08701
0,166.089744
0,166.09382
0,166.096964
0,166.09848
0,166.098703
0,166.102111
0,166.104804
0,166.10803
0,166.109801
0,166.110489
0,166.120276
0,166.121542
0,166.127835
0,166.128107
0,166.132342
0,166.133292
0,166.136755
0,166.142223
0,166.158562
0,166.158615
0,166.161473
0,166.161558
0,166.163741
0,166.168865
0,166.17611
0,166.177781
0,166.181816
0,166.18299
0,166.183883
0,166.184482
0,166.18489
0,166.18562
0,166.186909
0,166.1929
0,166.193926
0,166.194917
0,166.197515
0,166.203278
0,166.203808
0,166.20705
0,166.209794
0,166.210286
0,166.213045
0,166.213264
0,166.214604
0,166.215134
0,166.216309
0,166.218326
0,166.219389
0,166.220387
0,166.220878
0,166.221786
0,166.224951
0,166.225996
0,166.226484
0,166.227812
0,166.228615
0,166.231395
0,166.233126
0,166.233877
0,166.235948
0,166.237222
0,166.238021
0,166.238752
0,166.240055
0,166.240269
0,166.240496
0,166.24737
0,166.247882
0,166.249471
0,166.249615
0,166.250212
0,166.251455
0,166.251538
0,166.253315
0,166.254975
0,166.257843
0,166.258954
0,166.258974
0,166.259335
0,166.260284
0,166.262629
0,166.26372
0,166.263809
0,166.264213
0,166.264276
0,166.266267
0,166.26633
0,166.268568
0,166.271007
0,166.2723
0,166.272303
0,166.272692
0,166.273536
0,166.274225
0,166.274733
0,166.275219
0,166.275276
0,166.276089
0,166.277898
0,166.27843
0,166.278499
0,166.278793
0,166.279202
0,166.279209
0,166.283023
0,166.28504
0,166.285131
0,166.285225
0,166.28679
0,166.288066
0,166.288576
0,166.28863
0,166.290441
0,166.290653
0,166.29155
0,166.292078
0,166.29263
0,166.292675
0,166.293146
0,166.293476
0,166.294184
0,166.295924
0,166.296395
0,166.297025
0,166.297193
0,166.298021
0,166.298506
0,166.298808
0,166.298966
0,166.301326
0,166.301356
0,166.301939
0,166.303138
0,166.307954
0,166.308532
0,166.309348
0,166.309495
0,166.310819
0,166.312022
0,166.31401
0,166.314813
0,166.31622
0,166.316866
0,166.318099
0,166.318258
0,166.320648
0,166.321317
0,166.321562
0,166.323105
0,166.324194
0,166.325055
0,166.326978
0,166.32799
0,166.328021
0,166.328296
0,166.328323
0,166.328341
0,166.329942
0,166.330867
0,166.331805
0,166.331963
0,166.332363
0,166.332453
0,166.332559
0,166.333117
0,166.333689
0,166.334429
0,166.33461
0,166.335114
0,166.336502
0,166.336585
0,166.336822
0,166.336846
0,166.337331
0,166.338501
0,166.33868
0,166.339194
0,166.33978
0,166.33996
0,166.339979
0,166.340517
0,166.341218
0,166.341357
0,166.341645
0,166.341664
0,166.342199
0,166.344121
0,166.344288
0,166.344372
0,166.344394
0,166.345773
0,166.34589
0,166.346612
0,166.349539
0,166.351243
0,166.35125
0,166.351796
0,166.352065
0,166.353474
0,166.354853
0,166.356005
0,166.356842
0,166.357166
0,166.357458
0,166.357798
0,166.358201
0,166.358231
0,166.358948
0,166.359095
0,166.35929
0,166.359833
0,166.360035
0,166.360764
0,166.360783
0,166.361696
0,166.362072
0,166.363709
0,166.364621
0,166.364968
0,166.365148
0,166.366005
0,166.366211
0,166.366723
0,166.367172
0,166.367252
0,166.367617
0,166.367984
0,166.368538
0,166.369022
0,166.369531
0,166.371014
0,166.371241
0,166.371843
0,166.372544
0,166.372629
0,166.373841
0,166.374315
0,166.374372
0,166.374442
0,166.375985
0,166.376432
0,166.378238
0,166.379549
0,166.380318
0,166.380334
0,166.380678
0,166.380904
0,166.381217
0,166.381242
0,166.381571
0,166.382775
0,166.382902
0,166.383612
0,166.38473
0,166.384821
0,166.385191
0,166.385204
0,166.386729
0,166.387588
0,166.388398
0,166.39004
0,166.390436
0,166.391329
0,166.392577
0,166.392907
0,166.392999
0,166.393863
0,166.394859
0,166.394864
0,166.394948
0,166.39633
0,166.396805
0,166.397328
0,166.397804
0,166.398438
0,166.399745
0,166.40045
0,166.401224
0,166.401928
0,166.402945
0,166.402981
0,166.403065
0,166.403404
0,166.403747
0,166.405258
0,166.405438
0,166.406998
0,166.407186
0,166.407309
0,166.40735
0,166.40802
0,166.409541
0,166.409956
0,166.41
0,166.410138
0,166.410496
0,166.411225
0,166.411351
0,166.411407
0,166.411455
0,166.412691
0,166.412951
0,166.413465
0,166.414172
0,166.414643
0,166.414775
0,166.414965
0,166.415196
0,166.416078
0,166.417866
0,166.417972
0,166.418171
0,166.418227
0,166.418285
0,166.418495
0,166.419051
0,166.419169
0,166.419382
0,166.419838
0,166.420055
0,166.420552
0,166.420647
0,166.420773
